mt5_date,bar_count,expected_full_day_bars,session_status,is_first_copied_day,is_last_copied_day,first_bar_mt5,last_bar_mt5,first_hhmm_mt5,last_hhmm_mt5,internal_gap_count,max_gap_seconds,first_gap_from_mt5,first_gap_to_mt5,duplicate_count,spread_min_points,spread_max_points,spread_avg_points,spread_zero_count,tick_volume_sum,real_volume_sum,zero_tick_volume_count,zero_real_volume_count
2019.06.11,273,276,gap_or_missing_candidate,0,0,2019.06.11 01:00:00,2019.06.11 23:55:00,01:00,23:55,1,1200,2019.06.11 23:10:00,2019.06.11 23:30:00,0,90,150,125.16,0,122755,0,0,273
2019.06.12,273,276,gap_or_missing_candidate,0,0,2019.06.12 01:00:00,2019.06.12 23:55:00,01:00,23:55,1,1200,2019.06.12 23:10:00,2019.06.12 23:30:00,0,80,140,124.40,0,117223,0,0,273
2019.06.13,273,276,gap_or_missing_candidate,0,0,2019.06.13 01:00:00,2019.06.13 23:55:00,01:00,23:55,1,1200,2019.06.13 23:10:00,2019.06.13 23:30:00,0,90,140,125.31,0,126339,0,0,273
2019.06.14,267,276,early_close_candidate,0,0,2019.06.14 01:00:00,2019.06.14 23:10:00,01:00,23:10,0,0,,,0,90,150,127.64,0,104056,0,0,267
2019.06.17,273,276,gap_or_missing_candidate,0,0,2019.06.17 01:00:00,2019.06.17 23:55:00,01:00,23:55,1,1200,2019.06.17 23:10:00,2019.06.17 23:30:00,0,90,180,129.71,0,73923,0,0,273
2019.06.18,273,276,gap_or_missing_candidate,0,0,2019.06.18 01:00:00,2019.06.18 23:55:00,01:00,23:55,1,1200,2019.06.18 23:10:00,2019.06.18 23:30:00,0,90,170,131.10,0,106374,0,0,273
2019.06.19,273,276,gap_or_missing_candidate,0,0,2019.06.19 01:00:00,2019.06.19 23:55:00,01:00,23:55,1,1200,2019.06.19 23:10:00,2019.06.19 23:30:00,0,90,160,126.01,0,101731,0,0,273
2019.06.20,273,276,gap_or_missing_candidate,0,0,2019.06.20 01:00:00,2019.06.20 23:55:00,01:00,23:55,1,1200,2019.06.20 23:10:00,2019.06.20 23:30:00,0,90,150,123.37,0,118540,0,0,273
2019.06.21,267,276,early_close_candidate,0,0,2019.06.21 01:00:00,2019.06.21 23:10:00,01:00,23:10,0,0,,,0,90,140,126.10,0,117207,0,0,267
2019.06.24,273,276,gap_or_missing_candidate,0,0,2019.06.24 01:00:00,2019.06.24 23:55:00,01:00,23:55,1,1200,2019.06.24 23:10:00,2019.06.24 23:30:00,0,90,150,128.53,0,92820,0,0,273
2019.06.25,273,276,gap_or_missing_candidate,0,0,2019.06.25 01:00:00,2019.06.25 23:55:00,01:00,23:55,1,1200,2019.06.25 23:10:00,2019.06.25 23:30:00,0,90,160,126.56,0,118012,0,0,273
2019.06.26,273,276,gap_or_missing_candidate,0,0,2019.06.26 01:00:00,2019.06.26 23:55:00,01:00,23:55,1,1200,2019.06.26 23:10:00,2019.06.26 23:30:00,0,90,160,125.97,0,114692,0,0,273
2019.06.27,273,276,gap_or_missing_candidate,0,0,2019.06.27 01:00:00,2019.06.27 23:55:00,01:00,23:55,1,1200,2019.06.27 23:10:00,2019.06.27 23:30:00,0,90,150,125.20,0,103876,0,0,273
2019.06.28,267,276,early_close_candidate,0,0,2019.06.28 01:00:00,2019.06.28 23:10:00,01:00,23:10,0,0,,,0,90,150,129.59,0,85750,0,0,267
2019.07.01,255,276,gap_or_missing_candidate,0,0,2019.07.01 01:00:00,2019.07.01 23:55:00,01:00,23:55,2,5700,2019.07.01 01:20:00,2019.07.01 02:55:00,0,0,140,124.63,1,104166,0,0,255
2019.07.02,273,276,gap_or_missing_candidate,0,0,2019.07.02 01:00:00,2019.07.02 23:55:00,01:00,23:55,1,1200,2019.07.02 23:10:00,2019.07.02 23:30:00,0,90,150,127.62,0,88751,0,0,273
2019.07.03,232,276,early_close_candidate,0,0,2019.07.03 01:00:00,2019.07.03 20:15:00,01:00,20:15,0,0,,,0,90,260,128.71,0,62445,0,0,232
2019.07.04,229,276,early_close_candidate,0,0,2019.07.04 01:00:00,2019.07.04 20:00:00,01:00,20:00,0,0,,,0,90,400,135.15,0,26296,0,0,229
2019.07.05,267,276,early_close_candidate,0,0,2019.07.05 01:00:00,2019.07.05 23:10:00,01:00,23:10,0,0,,,0,90,150,126.82,0,89371,0,0,267
2019.07.08,273,276,gap_or_missing_candidate,0,0,2019.07.08 01:00:00,2019.07.08 23:55:00,01:00,23:55,1,1200,2019.07.08 23:10:00,2019.07.08 23:30:00,0,90,150,127.29,0,85737,0,0,273
2019.07.09,273,276,gap_or_missing_candidate,0,0,2019.07.09 01:00:00,2019.07.09 23:55:00,01:00,23:55,1,1200,2019.07.09 23:10:00,2019.07.09 23:30:00,0,80,150,125.79,0,84337,0,0,273
2019.07.10,273,276,gap_or_missing_candidate,0,0,2019.07.10 01:00:00,2019.07.10 23:55:00,01:00,23:55,1,1200,2019.07.10 23:10:00,2019.07.10 23:30:00,0,100,150,125.82,0,104890,0,0,273
2019.07.11,273,276,gap_or_missing_candidate,0,0,2019.07.11 01:00:00,2019.07.11 23:55:00,01:00,23:55,1,1200,2019.07.11 23:10:00,2019.07.11 23:30:00,0,90,160,126.19,0,91725,0,0,273
2019.07.12,267,276,early_close_candidate,0,0,2019.07.12 01:00:00,2019.07.12 23:10:00,01:00,23:10,0,0,,,0,90,150,126.25,0,71374,0,0,267
2019.07.15,273,276,gap_or_missing_candidate,0,0,2019.07.15 01:00:00,2019.07.15 23:55:00,01:00,23:55,1,1200,2019.07.15 23:10:00,2019.07.15 23:30:00,0,90,150,128.35,0,65466,0,0,273
2019.07.16,273,276,gap_or_missing_candidate,0,0,2019.07.16 01:00:00,2019.07.16 23:55:00,01:00,23:55,1,1200,2019.07.16 23:10:00,2019.07.16 23:30:00,0,80,150,125.71,0,79390,0,0,273
2019.07.17,273,276,gap_or_missing_candidate,0,0,2019.07.17 01:00:00,2019.07.17 23:55:00,01:00,23:55,1,1200,2019.07.17 23:10:00,2019.07.17 23:30:00,0,90,150,126.96,0,74235,0,0,273
2019.07.18,273,276,gap_or_missing_candidate,0,0,2019.07.18 01:00:00,2019.07.18 23:55:00,01:00,23:55,1,1200,2019.07.18 23:10:00,2019.07.18 23:30:00,0,90,140,123.55,0,108403,0,0,273
2019.07.19,267,276,early_close_candidate,0,0,2019.07.19 01:00:00,2019.07.19 23:10:00,01:00,23:10,0,0,,,0,90,150,124.08,0,120349,0,0,267
2019.07.22,273,276,gap_or_missing_candidate,0,0,2019.07.22 01:00:00,2019.07.22 23:55:00,01:00,23:55,1,1200,2019.07.22 23:10:00,2019.07.22 23:30:00,0,90,140,124.76,0,104255,0,0,273
2019.07.23,273,276,gap_or_missing_candidate,0,0,2019.07.23 01:00:00,2019.07.23 23:55:00,01:00,23:55,1,1200,2019.07.23 23:10:00,2019.07.23 23:30:00,0,90,150,125.24,0,91874,0,0,273
2019.07.24,273,276,gap_or_missing_candidate,0,0,2019.07.24 01:00:00,2019.07.24 23:55:00,01:00,23:55,1,1200,2019.07.24 23:10:00,2019.07.24 23:30:00,0,90,150,126.30,0,92806,0,0,273
2019.07.25,273,276,gap_or_missing_candidate,0,0,2019.07.25 01:00:00,2019.07.25 23:55:00,01:00,23:55,1,1200,2019.07.25 23:10:00,2019.07.25 23:30:00,0,90,150,124.73,0,121367,0,0,273
2019.07.26,267,276,early_close_candidate,0,0,2019.07.26 01:00:00,2019.07.26 23:10:00,01:00,23:10,0,0,,,0,90,140,126.22,0,86042,0,0,267
2019.07.29,273,276,gap_or_missing_candidate,0,0,2019.07.29 01:00:00,2019.07.29 23:55:00,01:00,23:55,1,1200,2019.07.29 23:10:00,2019.07.29 23:30:00,0,90,150,126.85,0,75680,0,0,273
2019.07.30,273,276,gap_or_missing_candidate,0,0,2019.07.30 01:00:00,2019.07.30 23:55:00,01:00,23:55,1,1200,2019.07.30 23:10:00,2019.07.30 23:30:00,0,90,150,124.62,0,94994,0,0,273
2019.07.31,273,276,gap_or_missing_candidate,0,0,2019.07.31 01:00:00,2019.07.31 23:55:00,01:00,23:55,1,1200,2019.07.31 23:10:00,2019.07.31 23:30:00,0,90,140,123.26,0,120503,0,0,273
2019.08.01,273,276,gap_or_missing_candidate,0,0,2019.08.01 01:00:00,2019.08.01 23:55:00,01:00,23:55,1,1200,2019.08.01 23:10:00,2019.08.01 23:30:00,0,90,150,119.67,0,179701,0,0,273
2019.08.02,267,276,early_close_candidate,0,0,2019.08.02 01:00:00,2019.08.02 23:10:00,01:00,23:10,0,0,,,0,90,150,120.94,0,202156,0,0,267
2019.08.05,273,276,gap_or_missing_candidate,0,0,2019.08.05 01:00:00,2019.08.05 23:55:00,01:00,23:55,1,1200,2019.08.05 23:10:00,2019.08.05 23:30:00,0,90,150,119.01,0,225223,0,0,273
2019.08.06,273,276,gap_or_missing_candidate,0,0,2019.08.06 01:00:00,2019.08.06 23:55:00,01:00,23:55,1,1200,2019.08.06 23:10:00,2019.08.06 23:30:00,0,90,150,115.53,0,245354,0,0,273
2019.08.07,273,276,gap_or_missing_candidate,0,0,2019.08.07 01:00:00,2019.08.07 23:55:00,01:00,23:55,1,1200,2019.08.07 23:10:00,2019.08.07 23:30:00,0,0,160,118.94,1,230623,0,0,273
2019.08.08,273,276,gap_or_missing_candidate,0,0,2019.08.08 01:00:00,2019.08.08 23:55:00,01:00,23:55,1,1200,2019.08.08 23:10:00,2019.08.08 23:30:00,0,90,150,125.16,0,153558,0,0,273
2019.08.09,267,276,early_close_candidate,0,0,2019.08.09 01:00:00,2019.08.09 23:10:00,01:00,23:10,0,0,,,0,90,150,121.01,0,172380,0,0,267
2019.08.12,273,276,gap_or_missing_candidate,0,0,2019.08.12 01:00:00,2019.08.12 23:55:00,01:00,23:55,1,1200,2019.08.12 23:10:00,2019.08.12 23:30:00,0,90,160,122.09,0,171269,0,0,273
2019.08.13,273,276,gap_or_missing_candidate,0,0,2019.08.13 01:00:00,2019.08.13 23:55:00,01:00,23:55,1,1200,2019.08.13 23:10:00,2019.08.13 23:30:00,0,90,150,121.17,0,172695,0,0,273
2019.08.14,273,276,gap_or_missing_candidate,0,0,2019.08.14 01:00:00,2019.08.14 23:55:00,01:00,23:55,1,1200,2019.08.14 23:10:00,2019.08.14 23:30:00,0,90,150,119.93,0,207360,0,0,273
2019.08.15,273,276,gap_or_missing_candidate,0,0,2019.08.15 01:00:00,2019.08.15 23:55:00,01:00,23:55,1,1200,2019.08.15 23:10:00,2019.08.15 23:30:00,0,90,160,119.38,0,227652,0,0,273
2019.08.16,267,276,early_close_candidate,0,0,2019.08.16 01:00:00,2019.08.16 23:10:00,01:00,23:10,0,0,,,0,90,160,126.78,0,133329,0,0,267
2019.08.19,273,276,gap_or_missing_candidate,0,0,2019.08.19 01:00:00,2019.08.19 23:55:00,01:00,23:55,1,1200,2019.08.19 23:10:00,2019.08.19 23:30:00,0,90,160,124.84,0,111202,0,0,273
2019.08.20,273,276,gap_or_missing_candidate,0,0,2019.08.20 01:00:00,2019.08.20 23:55:00,01:00,23:55,1,1200,2019.08.20 23:10:00,2019.08.20 23:30:00,0,90,160,124.95,0,128988,0,0,273
2019.08.21,273,276,gap_or_missing_candidate,0,0,2019.08.21 01:00:00,2019.08.21 23:55:00,01:00,23:55,1,1200,2019.08.21 23:10:00,2019.08.21 23:30:00,0,90,160,127.51,0,104509,0,0,273
2019.08.22,273,276,gap_or_missing_candidate,0,0,2019.08.22 01:00:00,2019.08.22 23:55:00,01:00,23:55,1,1200,2019.08.22 23:10:00,2019.08.22 23:30:00,0,90,150,124.29,0,139818,0,0,273
2019.08.23,267,276,early_close_candidate,0,0,2019.08.23 01:00:00,2019.08.23 23:10:00,01:00,23:10,0,0,,,0,90,160,120.90,0,178226,0,0,267
2019.08.26,273,276,gap_or_missing_candidate,0,0,2019.08.26 01:00:00,2019.08.26 23:55:00,01:00,23:55,1,1200,2019.08.26 23:10:00,2019.08.26 23:30:00,0,90,180,127.22,0,181158,0,0,273
2019.08.27,273,276,gap_or_missing_candidate,0,0,2019.08.27 01:00:00,2019.08.27 23:55:00,01:00,23:55,1,1200,2019.08.27 23:10:00,2019.08.27 23:30:00,0,90,160,126.59,0,161427,0,0,273
2019.08.28,273,276,gap_or_missing_candidate,0,0,2019.08.28 01:00:00,2019.08.28 23:55:00,01:00,23:55,1,1200,2019.08.28 23:10:00,2019.08.28 23:30:00,0,90,150,126.85,0,149089,0,0,273
2019.08.29,273,276,gap_or_missing_candidate,0,0,2019.08.29 01:00:00,2019.08.29 23:55:00,01:00,23:55,1,1200,2019.08.29 23:10:00,2019.08.29 23:30:00,0,90,160,125.27,0,122576,0,0,273
2019.08.30,267,276,early_close_candidate,0,0,2019.08.30 01:00:00,2019.08.30 23:10:00,01:00,23:10,0,0,,,0,80,150,124.19,0,128159,0,0,267
2019.09.02,229,276,early_close_candidate,0,0,2019.09.02 01:00:00,2019.09.02 20:00:00,01:00,20:00,0,0,,,0,90,340,131.05,0,63028,0,0,229
2019.09.03,273,276,gap_or_missing_candidate,0,0,2019.09.03 01:00:00,2019.09.03 23:55:00,01:00,23:55,1,1200,2019.09.03 23:10:00,2019.09.03 23:30:00,0,90,160,124.07,0,156525,0,0,273
2019.09.04,273,276,gap_or_missing_candidate,0,0,2019.09.04 01:00:00,2019.09.04 23:55:00,01:00,23:55,1,1200,2019.09.04 23:10:00,2019.09.04 23:30:00,0,80,150,125.60,0,112548,0,0,273
2019.09.05,273,276,gap_or_missing_candidate,0,0,2019.09.05 01:00:00,2019.09.05 23:55:00,01:00,23:55,1,1200,2019.09.05 23:10:00,2019.09.05 23:30:00,0,90,150,124.54,0,118901,0,0,273
2019.09.06,267,276,early_close_candidate,0,0,2019.09.06 01:00:00,2019.09.06 23:10:00,01:00,23:10,0,0,,,0,90,150,125.81,0,111161,0,0,267
2019.09.09,273,276,gap_or_missing_candidate,0,0,2019.09.09 01:00:00,2019.09.09 23:55:00,01:00,23:55,1,1200,2019.09.09 23:10:00,2019.09.09 23:30:00,0,90,150,127.58,0,101247,0,0,273
2019.09.10,273,276,gap_or_missing_candidate,0,0,2019.09.10 01:00:00,2019.09.10 23:55:00,01:00,23:55,1,1200,2019.09.10 23:10:00,2019.09.10 23:30:00,0,90,160,125.16,0,129050,0,0,273
2019.09.11,273,276,gap_or_missing_candidate,0,0,2019.09.11 01:00:00,2019.09.11 23:55:00,01:00,23:55,1,1200,2019.09.11 23:10:00,2019.09.11 23:30:00,0,90,160,127.47,0,109612,0,0,273
2019.09.12,273,276,gap_or_missing_candidate,0,0,2019.09.12 01:00:00,2019.09.12 23:55:00,01:00,23:55,1,1200,2019.09.12 23:10:00,2019.09.12 23:30:00,0,80,160,125.97,0,137284,0,0,273
2019.09.13,267,276,early_close_candidate,0,0,2019.09.13 01:00:00,2019.09.13 23:10:00,01:00,23:10,0,0,,,0,90,150,127.98,0,98307,0,0,267
2019.09.16,273,276,gap_or_missing_candidate,0,0,2019.09.16 01:00:00,2019.09.16 23:55:00,01:00,23:55,1,1200,2019.09.16 23:10:00,2019.09.16 23:30:00,0,90,170,134.80,0,112656,0,0,273
2019.09.17,273,276,gap_or_missing_candidate,0,0,2019.09.17 01:00:00,2019.09.17 23:55:00,01:00,23:55,1,1200,2019.09.17 23:10:00,2019.09.17 23:30:00,0,90,210,142.53,0,88125,0,0,273
2019.09.18,272,276,gap_or_missing_candidate,0,0,2019.09.18 01:00:00,2019.09.18 23:55:00,01:00,23:55,2,1200,2019.09.18 10:00:00,2019.09.18 10:10:00,0,90,170,126.69,0,97850,0,0,272
2019.09.19,273,276,gap_or_missing_candidate,0,0,2019.09.19 01:00:00,2019.09.19 23:55:00,01:00,23:55,1,1200,2019.09.19 23:10:00,2019.09.19 23:30:00,0,90,150,125.42,0,114099,0,0,273
2019.09.20,267,276,early_close_candidate,0,0,2019.09.20 01:00:00,2019.09.20 23:10:00,01:00,23:10,0,0,,,0,90,160,127.53,0,115333,0,0,267
2019.09.23,273,276,gap_or_missing_candidate,0,0,2019.09.23 01:00:00,2019.09.23 23:55:00,01:00,23:55,1,1200,2019.09.23 23:10:00,2019.09.23 23:30:00,0,90,160,127.11,0,109279,0,0,273
2019.09.24,273,276,gap_or_missing_candidate,0,0,2019.09.24 01:00:00,2019.09.24 23:55:00,01:00,23:55,1,1200,2019.09.24 23:10:00,2019.09.24 23:30:00,0,90,160,124.29,0,138058,0,0,273
2019.09.25,273,276,gap_or_missing_candidate,0,0,2019.09.25 01:00:00,2019.09.25 23:55:00,01:00,23:55,1,1200,2019.09.25 23:10:00,2019.09.25 23:30:00,0,90,150,123.37,0,138611,0,0,273
2019.09.26,273,276,gap_or_missing_candidate,0,0,2019.09.26 01:00:00,2019.09.26 23:55:00,01:00,23:55,1,1200,2019.09.26 23:10:00,2019.09.26 23:30:00,0,90,150,124.29,0,124694,0,0,273
2019.09.27,267,276,early_close_candidate,0,0,2019.09.27 01:00:00,2019.09.27 23:10:00,01:00,23:10,0,0,,,0,90,150,124.01,0,142772,0,0,267
2019.09.30,273,276,gap_or_missing_candidate,0,0,2019.09.30 01:00:00,2019.09.30 23:55:00,01:00,23:55,1,1200,2019.09.30 23:10:00,2019.09.30 23:30:00,0,90,150,127.44,0,112469,0,0,273
2019.10.01,272,276,gap_or_missing_candidate,0,0,2019.10.01 01:00:00,2019.10.01 23:55:00,01:00,23:55,2,1200,2019.10.01 07:40:00,2019.10.01 07:50:00,0,90,150,124.63,0,142509,0,0,272
2019.10.02,273,276,gap_or_missing_candidate,0,0,2019.10.02 01:00:00,2019.10.02 23:55:00,01:00,23:55,1,1200,2019.10.02 23:10:00,2019.10.02 23:30:00,0,90,160,121.68,0,168687,0,0,273
2019.10.03,273,276,gap_or_missing_candidate,0,0,2019.10.03 01:00:00,2019.10.03 23:55:00,01:00,23:55,1,1200,2019.10.03 23:10:00,2019.10.03 23:30:00,0,90,160,125.90,0,164148,0,0,273
2019.10.04,267,276,early_close_candidate,0,0,2019.10.04 01:00:00,2019.10.04 23:10:00,01:00,23:10,0,0,,,0,90,170,127.90,0,132998,0,0,267
2019.10.07,273,276,gap_or_missing_candidate,0,0,2019.10.07 01:00:00,2019.10.07 23:55:00,01:00,23:55,1,1200,2019.10.07 23:10:00,2019.10.07 23:30:00,0,90,170,127.69,0,124066,0,0,273
2019.10.08,273,276,gap_or_missing_candidate,0,0,2019.10.08 01:00:00,2019.10.08 23:55:00,01:00,23:55,1,1200,2019.10.08 23:10:00,2019.10.08 23:30:00,0,90,160,124.07,0,172464,0,0,273
2019.10.09,273,276,gap_or_missing_candidate,0,0,2019.10.09 01:00:00,2019.10.09 23:55:00,01:00,23:55,1,1200,2019.10.09 23:10:00,2019.10.09 23:30:00,0,90,170,124.65,0,138179,0,0,273
2019.10.10,273,276,gap_or_missing_candidate,0,0,2019.10.10 01:00:00,2019.10.10 23:55:00,01:00,23:55,1,1200,2019.10.10 23:10:00,2019.10.10 23:30:00,0,90,160,124.87,0,171415,0,0,273
2019.10.11,267,276,early_close_candidate,0,0,2019.10.11 01:00:00,2019.10.11 23:10:00,01:00,23:10,0,0,,,0,90,180,126.85,0,141999,0,0,267
2019.10.14,273,276,gap_or_missing_candidate,0,0,2019.10.14 01:00:00,2019.10.14 23:55:00,01:00,23:55,1,1200,2019.10.14 23:10:00,2019.10.14 23:30:00,0,90,170,129.52,0,110184,0,0,273
2019.10.15,273,276,gap_or_missing_candidate,0,0,2019.10.15 01:00:00,2019.10.15 23:55:00,01:00,23:55,1,1200,2019.10.15 23:10:00,2019.10.15 23:30:00,0,90,160,128.83,0,101075,0,0,273
2019.10.16,273,276,gap_or_missing_candidate,0,0,2019.10.16 01:00:00,2019.10.16 23:55:00,01:00,23:55,1,1200,2019.10.16 23:10:00,2019.10.16 23:30:00,0,90,150,126.48,0,116023,0,0,273
2019.10.17,273,276,gap_or_missing_candidate,0,0,2019.10.17 01:00:00,2019.10.17 23:55:00,01:00,23:55,1,1200,2019.10.17 23:10:00,2019.10.17 23:30:00,0,90,170,127.07,0,124520,0,0,273
2019.10.18,267,276,early_close_candidate,0,0,2019.10.18 01:00:00,2019.10.18 23:10:00,01:00,23:10,0,0,,,0,90,170,127.45,0,122436,0,0,267
2019.10.21,273,276,gap_or_missing_candidate,0,0,2019.10.21 01:00:00,2019.10.21 23:55:00,01:00,23:55,1,1200,2019.10.21 23:10:00,2019.10.21 23:30:00,0,90,160,129.23,0,92247,0,0,273
2019.10.22,273,276,gap_or_missing_candidate,0,0,2019.10.22 01:00:00,2019.10.22 23:55:00,01:00,23:55,1,1200,2019.10.22 23:10:00,2019.10.22 23:30:00,0,90,150,127.36,0,107608,0,0,273
2019.10.23,273,276,gap_or_missing_candidate,0,0,2019.10.23 01:00:00,2019.10.23 23:55:00,01:00,23:55,1,1200,2019.10.23 23:10:00,2019.10.23 23:30:00,0,90,160,127.25,0,118688,0,0,273
2019.10.24,273,276,gap_or_missing_candidate,0,0,2019.10.24 01:00:00,2019.10.24 23:55:00,01:00,23:55,1,1200,2019.10.24 23:10:00,2019.10.24 23:30:00,0,90,160,126.01,0,99456,0,0,273
2019.10.25,267,276,early_close_candidate,0,0,2019.10.25 01:00:00,2019.10.25 23:10:00,01:00,23:10,0,0,,,0,90,150,128.88,0,94073,0,0,267
2019.10.28,273,276,gap_or_missing_candidate,0,0,2019.10.28 01:00:00,2019.10.28 23:55:00,01:00,23:55,1,1200,2019.10.28 23:10:00,2019.10.28 23:30:00,0,100,150,129.49,0,82754,0,0,273
2019.10.29,273,276,gap_or_missing_candidate,0,0,2019.10.29 01:00:00,2019.10.29 23:55:00,01:00,23:55,1,1200,2019.10.29 23:10:00,2019.10.29 23:30:00,0,90,150,128.97,0,84693,0,0,273
2019.10.30,273,276,gap_or_missing_candidate,0,0,2019.10.30 01:00:00,2019.10.30 23:55:00,01:00,23:55,1,1200,2019.10.30 23:10:00,2019.10.30 23:30:00,0,90,150,129.27,0,97552,0,0,273
2019.10.31,273,276,gap_or_missing_candidate,0,0,2019.10.31 01:00:00,2019.10.31 23:55:00,01:00,23:55,1,1200,2019.10.31 23:10:00,2019.10.31 23:30:00,0,90,140,127.47,0,120677,0,0,273
2019.11.01,267,276,early_close_candidate,0,0,2019.11.01 01:00:00,2019.11.01 23:10:00,01:00,23:10,0,0,,,0,90,150,129.18,0,84636,0,0,267
2019.11.04,273,276,gap_or_missing_candidate,0,0,2019.11.04 01:00:00,2019.11.04 23:55:00,01:00,23:55,1,1200,2019.11.04 23:10:00,2019.11.04 23:30:00,0,100,150,129.08,0,82704,0,0,273
2019.11.05,273,276,gap_or_missing_candidate,0,0,2019.11.05 01:00:00,2019.11.05 23:55:00,01:00,23:55,1,1200,2019.11.05 23:10:00,2019.11.05 23:30:00,0,90,150,129.19,0,88919,0,0,273
2019.11.06,273,276,gap_or_missing_candidate,0,0,2019.11.06 01:00:00,2019.11.06 23:55:00,01:00,23:55,1,1200,2019.11.06 23:10:00,2019.11.06 23:30:00,0,90,140,129.67,0,89368,0,0,273
2019.11.07,273,276,gap_or_missing_candidate,0,0,2019.11.07 01:00:00,2019.11.07 23:55:00,01:00,23:55,1,1200,2019.11.07 23:10:00,2019.11.07 23:30:00,0,90,140,128.10,0,98667,0,0,273
2019.11.08,267,276,early_close_candidate,0,0,2019.11.08 01:00:00,2019.11.08 23:10:00,01:00,23:10,0,0,,,0,90,140,128.20,0,89542,0,0,267
2019.11.11,273,276,gap_or_missing_candidate,0,0,2019.11.11 01:00:00,2019.11.11 23:55:00,01:00,23:55,1,1200,2019.11.11 23:10:00,2019.11.11 23:30:00,0,100,150,129.60,0,73578,0,0,273
2019.11.12,273,276,gap_or_missing_candidate,0,0,2019.11.12 01:00:00,2019.11.12 23:55:00,01:00,23:55,1,1200,2019.11.12 23:10:00,2019.11.12 23:30:00,0,100,150,129.38,0,90637,0,0,273
2019.11.13,273,276,gap_or_missing_candidate,0,0,2019.11.13 01:00:00,2019.11.13 23:55:00,01:00,23:55,1,1200,2019.11.13 23:10:00,2019.11.13 23:30:00,0,100,150,128.46,0,98094,0,0,273
2019.11.14,273,276,gap_or_missing_candidate,0,0,2019.11.14 01:00:00,2019.11.14 23:55:00,01:00,23:55,1,1200,2019.11.14 23:10:00,2019.11.14 23:30:00,0,100,150,129.45,0,105114,0,0,273
2019.11.15,267,276,early_close_candidate,0,0,2019.11.15 01:00:00,2019.11.15 23:10:00,01:00,23:10,0,0,,,0,100,140,128.05,0,75095,0,0,267
2019.11.18,273,276,gap_or_missing_candidate,0,0,2019.11.18 01:00:00,2019.11.18 23:55:00,01:00,23:55,1,1200,2019.11.18 23:10:00,2019.11.18 23:30:00,0,100,140,128.83,0,86270,0,0,273
2019.11.19,273,276,gap_or_missing_candidate,0,0,2019.11.19 01:00:00,2019.11.19 23:55:00,01:00,23:55,1,1200,2019.11.19 23:10:00,2019.11.19 23:30:00,0,100,140,128.68,0,85650,0,0,273
2019.11.20,273,276,gap_or_missing_candidate,0,0,2019.11.20 01:00:00,2019.11.20 23:55:00,01:00,23:55,1,1200,2019.11.20 23:10:00,2019.11.20 23:30:00,0,90,140,127.03,0,128177,0,0,273
2019.11.21,273,276,gap_or_missing_candidate,0,0,2019.11.21 01:00:00,2019.11.21 23:55:00,01:00,23:55,1,1200,2019.11.21 23:10:00,2019.11.21 23:30:00,0,80,150,125.05,0,139980,0,0,273
2019.11.22,267,276,early_close_candidate,0,0,2019.11.22 01:00:00,2019.11.22 23:10:00,01:00,23:10,0,0,,,0,90,140,124.87,0,91319,0,0,267
2019.11.25,270,276,gap_or_missing_candidate,0,0,2019.11.25 01:15:00,2019.11.25 23:55:00,01:15,23:55,1,1200,2019.11.25 23:10:00,2019.11.25 23:30:00,0,90,140,126.96,0,54460,0,0,270
2019.11.26,273,276,gap_or_missing_candidate,0,0,2019.11.26 01:00:00,2019.11.26 23:55:00,01:00,23:55,1,1200,2019.11.26 23:10:00,2019.11.26 23:30:00,0,80,140,126.48,0,87512,0,0,273
2019.11.27,273,276,gap_or_missing_candidate,0,0,2019.11.27 01:00:00,2019.11.27 23:55:00,01:00,23:55,1,1200,2019.11.27 23:10:00,2019.11.27 23:30:00,0,90,140,127.58,0,61148,0,0,273
2019.11.28,229,276,early_close_candidate,0,0,2019.11.28 01:00:00,2019.11.28 20:00:00,01:00,20:00,0,0,,,0,90,170,128.21,0,31215,0,0,229
2019.11.29,232,276,early_close_candidate,0,0,2019.11.29 01:00:00,2019.11.29 20:15:00,01:00,20:15,0,0,,,0,90,300,127.11,0,54659,0,0,232
2019.12.02,273,276,gap_or_missing_candidate,0,0,2019.12.02 01:00:00,2019.12.02 23:55:00,01:00,23:55,1,1200,2019.12.02 23:10:00,2019.12.02 23:30:00,0,80,140,121.76,0,125481,0,0,273
2019.12.03,273,276,gap_or_missing_candidate,0,0,2019.12.03 01:00:00,2019.12.03 23:55:00,01:00,23:55,1,1200,2019.12.03 23:10:00,2019.12.03 23:30:00,0,80,430,150.00,0,156270,0,0,273
2019.12.04,273,276,gap_or_missing_candidate,0,0,2019.12.04 01:00:00,2019.12.04 23:55:00,01:00,23:55,1,1200,2019.12.04 23:10:00,2019.12.04 23:30:00,0,80,140,122.49,0,115120,0,0,273
2019.12.05,273,276,gap_or_missing_candidate,0,0,2019.12.05 01:00:00,2019.12.05 23:55:00,01:00,23:55,1,1200,2019.12.05 23:10:00,2019.12.05 23:30:00,0,80,150,124.29,0,109534,0,0,273
2019.12.06,267,276,early_close_candidate,0,0,2019.12.06 01:00:00,2019.12.06 23:10:00,01:00,23:10,0,0,,,0,90,140,124.79,0,73203,0,0,267
